id,text,emotion,joy,sadness,anger,fear,surprise
2171,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2172,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2173,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2174,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2175,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2176,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2177,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2178,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2179,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2180,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2181,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2182,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2183,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2184,I'm scared and worried about this 😰,fear,0,0,0,1,0
2185,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2186,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2187,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2188,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2189,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2190,Livid! Can't believe this happened!,anger,0,0,1,0,0
2191,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2192,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2193,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2194,Amazed! What a twist!,surprise,0,0,0,0,1
2195,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2196,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2197,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2198,Livid! Can't believe this happened!,anger,0,0,1,0,0
2199,Amazed! What a twist!,surprise,0,0,0,0,1
2200,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2201,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2202,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2203,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2204,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2205,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2206,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2207,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2208,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2209,I'm scared and worried about this 😰,fear,0,0,0,1,0
2210,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2211,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2212,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2213,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2214,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2215,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2216,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2217,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2218,Panic setting in. Heart racing!,fear,0,0,0,1,0
2219,Lost something precious. So painful.,sadness,0,1,0,0,0
2220,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2221,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2222,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2223,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2224,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2225,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2226,Delighted with the results! So pleased!,joy,1,0,0,0,0
2227,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2228,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2229,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2230,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2231,Panic setting in. Heart racing!,fear,0,0,0,1,0
2232,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2233,Delighted with the results! So pleased!,joy,1,0,0,0,0
2234,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2235,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2236,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2237,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2238,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2239,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2240,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2241,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2242,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2243,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2244,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2245,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2246,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2247,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2248,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2249,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2250,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2251,Livid! Can't believe this happened!,anger,0,0,1,0,0
2252,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2253,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2254,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2255,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2256,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2257,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2258,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2259,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2260,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2261,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2262,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2263,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2264,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2265,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2266,Delighted with the results! So pleased!,joy,1,0,0,0,0
2267,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2268,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2269,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2270,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2271,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2272,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2273,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2274,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2275,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2276,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2277,Delighted with the results! So pleased!,joy,1,0,0,0,0
2278,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2279,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2280,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2281,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2282,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2283,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2284,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2285,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2286,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2287,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2288,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2289,Livid! Can't believe this happened!,anger,0,0,1,0,0
2290,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2291,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2292,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2293,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2294,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2295,I'm scared and worried about this 😰,fear,0,0,0,1,0
2296,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2297,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2298,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2299,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2300,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2301,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2302,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2303,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2304,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2305,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2306,Lost something precious. So painful.,sadness,0,1,0,0,0
2307,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2308,Amazed! What a twist!,surprise,0,0,0,0,1
2309,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2310,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2311,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2312,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2313,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2314,I'm scared and worried about this 😰,fear,0,0,0,1,0
2315,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2316,Delighted with the results! So pleased!,joy,1,0,0,0,0
2317,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2318,Delighted with the results! So pleased!,joy,1,0,0,0,0
2319,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2320,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2321,I'm scared and worried about this 😰,fear,0,0,0,1,0
2322,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2323,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2324,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2325,Panic setting in. Heart racing!,fear,0,0,0,1,0
2326,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2327,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2328,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2329,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2330,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2331,Amazed! What a twist!,surprise,0,0,0,0,1
2332,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2333,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2334,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2335,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2336,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2337,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2338,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2339,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2340,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2341,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2342,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2343,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2344,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2345,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2346,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2347,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2348,Panic setting in. Heart racing!,fear,0,0,0,1,0
2349,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2350,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2351,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2352,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2353,Panic setting in. Heart racing!,fear,0,0,0,1,0
2354,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2355,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2356,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2357,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2358,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2359,Panic setting in. Heart racing!,fear,0,0,0,1,0
2360,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2361,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2362,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2363,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2364,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2365,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2366,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2367,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2368,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2369,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2370,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2371,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2372,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2373,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2374,Amazed! What a twist!,surprise,0,0,0,0,1
2375,Livid! Can't believe this happened!,anger,0,0,1,0,0
2376,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2377,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2378,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2379,Delighted with the results! So pleased!,joy,1,0,0,0,0
2380,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2381,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2382,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2383,I'm scared and worried about this 😰,fear,0,0,0,1,0
2384,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2385,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2386,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2387,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2388,Delighted with the results! So pleased!,joy,1,0,0,0,0
2389,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2390,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2391,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2392,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2393,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2394,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2395,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2396,Lost something precious. So painful.,sadness,0,1,0,0,0
2397,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2398,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2399,Livid! Can't believe this happened!,anger,0,0,1,0,0
2400,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2401,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2402,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2403,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2404,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2405,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2406,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2407,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2408,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2409,Livid! Can't believe this happened!,anger,0,0,1,0,0
2410,Amazed! What a twist!,surprise,0,0,0,0,1
2411,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2412,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2413,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2414,Amazed! What a twist!,surprise,0,0,0,0,1
2415,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2416,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2417,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2418,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2419,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2420,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2421,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2422,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2423,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2424,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2425,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2426,Delighted with the results! So pleased!,joy,1,0,0,0,0
2427,I'm scared and worried about this 😰,fear,0,0,0,1,0
2428,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2429,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2430,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2431,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2432,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2433,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2434,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2435,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2436,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2437,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2438,Lost something precious. So painful.,sadness,0,1,0,0,0
2439,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2440,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2441,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2442,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2443,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2444,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2445,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2446,Panic setting in. Heart racing!,fear,0,0,0,1,0
2447,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2448,I'm scared and worried about this 😰,fear,0,0,0,1,0
2449,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2450,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2451,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2452,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2453,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2454,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2455,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2456,Panic setting in. Heart racing!,fear,0,0,0,1,0
2457,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2458,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2459,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2460,Delighted with the results! So pleased!,joy,1,0,0,0,0
2461,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2462,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2463,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2464,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2465,Panic setting in. Heart racing!,fear,0,0,0,1,0
2466,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2467,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2468,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2469,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2470,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2471,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2472,Amazed! What a twist!,surprise,0,0,0,0,1
2473,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2474,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2475,Lost something precious. So painful.,sadness,0,1,0,0,0
2476,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2477,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2478,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2479,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2480,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2481,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2482,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2483,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2484,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2485,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2486,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2487,Livid! Can't believe this happened!,anger,0,0,1,0,0
2488,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2489,Panic setting in. Heart racing!,fear,0,0,0,1,0
2490,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2491,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2492,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2493,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2494,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2495,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2496,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2497,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2498,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2499,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2500,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2501,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2502,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2503,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2504,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2505,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2506,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2507,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2508,Livid! Can't believe this happened!,anger,0,0,1,0,0
2509,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2510,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2511,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2512,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2513,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2514,I'm scared and worried about this 😰,fear,0,0,0,1,0
2515,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2516,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2517,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2518,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2519,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2520,Livid! Can't believe this happened!,anger,0,0,1,0,0
2521,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2522,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2523,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2524,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2525,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2526,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2527,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2528,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2529,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2530,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2531,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2532,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2533,I'm scared and worried about this 😰,fear,0,0,0,1,0
2534,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2535,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2536,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2537,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2538,Panic setting in. Heart racing!,fear,0,0,0,1,0
2539,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2540,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2541,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2542,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2543,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2544,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2545,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2546,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2547,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2548,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2549,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2550,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2551,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2552,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2553,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2554,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2555,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2556,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2557,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2558,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2559,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2560,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2561,Livid! Can't believe this happened!,anger,0,0,1,0,0
2562,Amazed! What a twist!,surprise,0,0,0,0,1
2563,Panic setting in. Heart racing!,fear,0,0,0,1,0
2564,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2565,Lost something precious. So painful.,sadness,0,1,0,0,0
2566,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2567,Lost something precious. So painful.,sadness,0,1,0,0,0
2568,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2569,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2570,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2571,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2572,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2573,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2574,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2575,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2576,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2577,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2578,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2579,Livid! Can't believe this happened!,anger,0,0,1,0,0
2580,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2581,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2582,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2583,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2584,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2585,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2586,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2587,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2588,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2589,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
2590,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2591,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2592,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2593,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2594,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2595,Amazed! What a twist!,surprise,0,0,0,0,1
2596,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2597,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2598,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2599,Flabbergasted! Speechless!,surprise,0,0,0,0,1
